date;open;high;low;close;volume
1776671400.0;1.1764705181121826;1.1764705181121826;1.1761938333511353;1.1761938333511353;0.0
1776671700.0;1.1761938333511353;1.1763322353363037;1.1761938333511353;1.1763322353363037;0.0
1776672000.0;1.1763322353363037;1.1764705181121826;1.1761938333511353;1.1764705181121826;0.0
1776672300.0;1.1761938333511353;1.1763322353363037;1.1761938333511353;1.1761938333511353;0.0
1776672600.0;1.1761938333511353;1.1761938333511353;1.1760554313659668;1.1760554313659668;0.0
1776672900.0;1.1760554313659668;1.1761938333511353;1.1760554313659668;1.1761938333511353;0.0
1776673200.0;1.1761938333511353;1.1761938333511353;1.1760554313659668;1.1760554313659668;0.0
1776673500.0;1.1757789850234983;1.1757789850234983;1.1757789850234983;1.1757789850234983;0.0
1776673800.0;1.1756407022476196;1.1756407022476196;1.1755025386810305;1.1755025386810305;0.0
1776674100.0;1.1756407022476196;1.1756407022476196;1.175364375114441;1.175364375114441;0.0
1776674400.0;1.175364375114441;1.175364375114441;1.1750881671905518;1.1750881671905518;0.0
1776674700.0;1.1752262115478516;1.175364375114441;1.1752262115478516;1.175364375114441;0.0
1776675000.0;1.175364375114441;1.1756407022476196;1.1752262115478516;1.1756407022476196;0.0
1776675300.0;1.1757789850234983;1.1757789850234983;1.1756407022476196;1.1756407022476196;0.0
1776675600.0;1.1757789850234983;1.1757789850234983;1.1756407022476196;1.1756407022476196;0.0
1776675900.0;1.1757789850234983;1.1757789850234983;1.1755025386810305;1.1755025386810305;0.0
1776676200.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776676500.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776676800.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776677100.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776677400.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776677700.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776678000.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776678300.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776678600.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776678900.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776679200.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776679500.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776679800.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776680100.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776680400.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776680700.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776681000.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776681300.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776681600.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776681900.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776682200.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776682500.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776682800.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776683100.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776683400.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776683700.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776684000.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776684300.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776684600.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776684900.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776685200.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776685500.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776685800.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776686100.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776686400.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776686700.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776687000.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776687300.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776687600.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776687900.0;1.1755025386810305;1.1755025386810305;1.1755025386810305;1.1755025386810305;0.0
1776688200.0;1.1763322353363037;1.1763322353363037;1.1763322353363037;1.1763322353363037;0.0
1776688500.0;1.1763322353363037;1.1764705181121826;1.1763322353363037;1.1763322353363037;0.0
1776688800.0;1.1763322353363037;1.1764705181121826;1.1763322353363037;1.1764705181121826;0.0
1776689100.0;1.1764705181121826;1.176747441291809;1.1764705181121826;1.1766090393066406;0.0
1776689400.0;1.176747441291809;1.176885962486267;1.1766090393066406;1.1766090393066406;0.0
1776689700.0;1.176747441291809;1.176885962486267;1.176747441291809;1.176885962486267;0.0
1776690000.0;1.176885962486267;1.177024483680725;1.176885962486267;1.177024483680725;0.0
1776690300.0;1.177024483680725;1.177163004875183;1.177024483680725;1.177163004875183;0.0
1776690600.0;1.177163004875183;1.177163004875183;1.176885962486267;1.176885962486267;0.0
1776690900.0;1.177024483680725;1.177024483680725;1.176885962486267;1.176885962486267;0.0
1776691200.0;1.177024483680725;1.177024483680725;1.176747441291809;1.176747441291809;0.0
1776691500.0;1.176747441291809;1.176747441291809;1.1766090393066406;1.176747441291809;0.0
1776691800.0;1.176747441291809;1.176885962486267;1.176747441291809;1.176885962486267;0.0
1776692100.0;1.177024483680725;1.177024483680725;1.176885962486267;1.177024483680725;0.0
1776692400.0;1.177024483680725;1.177024483680725;1.177024483680725;1.177024483680725;0.0
1776692700.0;1.177024483680725;1.177024483680725;1.176885962486267;1.176885962486267;0.0
1776693000.0;1.176885962486267;1.177163004875183;1.176885962486267;1.177163004875183;0.0
1776693300.0;1.177163004875183;1.177440166473389;1.177163004875183;1.177440166473389;0.0
1776693600.0;1.177440166473389;1.177440166473389;1.1773016452789309;1.1773016452789309;0.0
1776693900.0;1.1773016452789309;1.1775789260864258;1.1773016452789309;1.1775789260864258;0.0
1776694200.0;1.1775789260864258;1.1775789260864258;1.177440166473389;1.1775789260864258;0.0
1776694500.0;1.1777175664901731;1.1777175664901731;1.1777175664901731;1.1777175664901731;0.0
1776694800.0;1.1777175664901731;1.1778563261032104;1.1777175664901731;1.1777175664901731;0.0
1776695100.0;1.1777175664901731;1.1777175664901731;1.177440166473389;1.1775789260864258;0.0
1776695400.0;1.1775789260864258;1.1775789260864258;1.177440166473389;1.177440166473389;0.0
1776695700.0;1.1775789260864258;1.1775789260864258;1.1775789260864258;1.1775789260864258;0.0
1776696000.0;1.1775789260864258;1.1775789260864258;1.1773016452789309;1.177440166473389;0.0
1776696300.0;1.1775789260864258;1.1777175664901731;1.1775789260864258;1.1775789260864258;0.0
1776696600.0;1.1775789260864258;1.1777175664901731;1.177163004875183;1.177163004875183;0.0
1776696900.0;1.177024483680725;1.177163004875183;1.177024483680725;1.177163004875183;0.0
1776697200.0;1.176885962486267;1.177024483680725;1.176747441291809;1.177024483680725;0.0
1776697500.0;1.176747441291809;1.176885962486267;1.1763322353363037;1.1763322353363037;0.0
1776697800.0;1.1763322353363037;1.1763322353363037;1.1760554313659668;1.1761938333511353;0.0
1776698100.0;1.1760554313659668;1.1761938333511353;1.1760554313659668;1.1761938333511353;0.0
1776698400.0;1.1761938333511353;1.1764705181121826;1.1761938333511353;1.1763322353363037;0.0
1776698700.0;1.1764705181121826;1.1764705181121826;1.1761938333511353;1.1761938333511353;0.0
1776699000.0;1.1763322353363037;1.1764705181121826;1.1763322353363037;1.1764705181121826;0.0
1776699300.0;1.1764705181121826;1.1766090393066406;1.1764705181121826;1.1766090393066406;0.0
1776699600.0;1.1766090393066406;1.176747441291809;1.1766090393066406;1.176747441291809;0.0
1776699900.0;1.176747441291809;1.177024483680725;1.176747441291809;1.177024483680725;0.0
1776700200.0;1.177024483680725;1.177024483680725;1.176747441291809;1.176885962486267;0.0
1776700500.0;1.176747441291809;1.176747441291809;1.1766090393066406;1.176747441291809;0.0
1776700800.0;1.1766090393066406;1.176747441291809;1.1764705181121826;1.1764705181121826;0.0
1776701100.0;1.1764705181121826;1.177024483680725;1.1764705181121826;1.177024483680725;0.0
1776701400.0;1.176885962486267;1.177163004875183;1.176885962486267;1.177163004875183;0.0
1776701700.0;1.177163004875183;1.1773016452789309;1.177163004875183;1.177163004875183;0.0
1776702000.0;1.177024483680725;1.177440166473389;1.177024483680725;1.1773016452789309;0.0
1776702300.0;1.177440166473389;1.1777175664901731;1.1773016452789309;1.1777175664901731;0.0
1776702600.0;1.1775789260864258;1.1777175664901731;1.177440166473389;1.1777175664901731;0.0
1776702900.0;1.1778563261032104;1.178133845329285;1.1777175664901731;1.1777175664901731;0.0
1776703200.0;1.1777175664901731;1.1784114837646484;1.1777175664901731;1.1784114837646484;0.0
1776703500.0;1.1784114837646484;1.178550362586975;1.1784114837646484;1.1784114837646484;0.0
1776703800.0;1.178272724151611;1.178272724151611;1.1778563261032104;1.177994966506958;0.0
1776704100.0;1.177994966506958;1.177994966506958;1.1778563261032104;1.1778563261032104;0.0
1776704400.0;1.1775789260864258;1.1775789260864258;1.177440166473389;1.177440166473389;0.0
1776704700.0;1.1775789260864258;1.1775789260864258;1.1773016452789309;1.1773016452789309;0.0
1776705000.0;1.1773016452789309;1.177440166473389;1.177024483680725;1.177440166473389;0.0
1776705300.0;1.177440166473389;1.1775789260864258;1.177440166473389;1.1775789260864258;0.0
1776705600.0;1.1778563261032104;1.1778563261032104;1.1777175664901731;1.1777175664901731;0.0
1776705900.0;1.1777175664901731;1.1778563261032104;1.1777175664901731;1.1778563261032104;0.0
1776706200.0;1.177994966506958;1.177994966506958;1.1777175664901731;1.1777175664901731;0.0
1776706500.0;1.1775789260864258;1.177994966506958;1.1775789260864258;1.1777175664901731;0.0
1776706800.0;1.1777175664901731;1.1778563261032104;1.1777175664901731;1.1778563261032104;0.0
1776707100.0;1.178133845329285;1.178133845329285;1.1777175664901731;1.1777175664901731;0.0
1776707400.0;1.1777175664901731;1.1777175664901731;1.1773016452789309;1.1773016452789309;0.0
1776707700.0;1.177440166473389;1.1775789260864258;1.177163004875183;1.1775789260864258;0.0
1776708000.0;1.1777175664901731;1.1777175664901731;1.177440166473389;1.177440166473389;0.0
1776708300.0;1.1773016452789309;1.1775789260864258;1.1773016452789309;1.1773016452789309;0.0
1776708600.0;1.177440166473389;1.1777175664901731;1.177440166473389;1.1777175664901731;0.0
1776708900.0;1.1777175664901731;1.178133845329285;1.1777175664901731;1.177994966506958;0.0
1776709200.0;1.178133845329285;1.178828239440918;1.178133845329285;1.178828239440918;0.0
1776709500.0;1.1786893606185913;1.1789672374725342;1.1786893606185913;1.1786893606185913;0.0
1776709800.0;1.178828239440918;1.178828239440918;1.1786893606185913;1.178828239440918;0.0
1776710100.0;1.1786893606185913;1.1791062355041504;1.178550362586975;1.1789672374725342;0.0
1776710400.0;1.1791062355041504;1.1792453527450562;1.1789672374725342;1.1789672374725342;0.0
1776710700.0;1.178828239440918;1.178828239440918;1.178828239440918;1.178828239440918;0.0
1776711000.0;1.1786893606185913;1.178828239440918;1.1786893606185913;1.1786893606185913;0.0
1776711300.0;1.178550362586975;1.1789672374725342;1.178550362586975;1.178828239440918;0.0
1776711600.0;1.1789672374725342;1.1791062355041504;1.178828239440918;1.178828239440918;0.0
1776711900.0;1.1789672374725342;1.1789672374725342;1.178828239440918;1.1789672374725342;0.0
1776712200.0;1.1789672374725342;1.1789672374725342;1.178828239440918;1.1789672374725342;0.0
1776712500.0;1.1789672374725342;1.1791062355041504;1.1789672374725342;1.1791062355041504;0.0
1776712800.0;1.1791062355041504;1.1791062355041504;1.1789672374725342;1.1789672374725342;0.0
1776713100.0;1.1789672374725342;1.1791062355041504;1.178828239440918;1.1791062355041504;0.0
1776713400.0;1.1789672374725342;1.1789672374725342;1.1786893606185913;1.1786893606185913;0.0
1776713700.0;1.178550362586975;1.178550362586975;1.178550362586975;1.178550362586975;0.0
1776714000.0;1.1786893606185913;1.1789672374725342;1.1786893606185913;1.1789672374725342;0.0
1776714300.0;1.178828239440918;1.178828239440918;1.1786893606185913;1.1786893606185913;0.0
